0,1
1,2
2,2
3,2
4,1
5,2
6,1
7,1
8,2
9,1
10,2
11,1
12,1
13,1
14,2
15,1
16,2
17,1
18,2
19,1
20,2
21,1
22,1
23,1
24,1
25,2
26,1
27,1
28,2
29,2
30,1
31,1
32,1
33,2
34,1
35,2
36,1
37,1
38,2
39,1
40,1
41,2
42,1
43,1
44,2
45,1
46,1
47,2
48,2
49,2
50,1
51,2
52,1
53,2
54,1
55,1
56,1
57,1
58,2
59,1
60,1
61,2
62,1
63,1
64,1
65,1
66,2
67,1
68,2
69,1
70,1
71,1
72,2
73,2
74,1
75,2
76,1
77,1
78,2
79,1
80,2
81,1
82,1
83,1
84,1
85,1
86,1
87,2
88,2
89,2
90,1
91,2
92,2
93,2
94,2
95,2
96,1
97,1
98,2
99,2
100,2
101,2
102,2
103,2
104,1
105,2
106,2
107,2
108,2
109,1
110,2
111,2
112,2
113,2
114,1
115,2
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,1
125,2
126,2
127,2
128,2
129,2
130,2
131,1
132,1
133,2
134,1
135,1
136,1
137,2
138,2
139,2
140,1
141,2
142,2
143,1
144,2
145,2
146,2
147,2
148,1
149,2
150,2
151,2
152,2
153,3
154,2
155,2
156,2
157,1
158,1
159,2
160,2
161,1
162,1
163,2
164,2
165,2
166,2
167,2
168,2
169,1
170,2
171,2
172,1
173,2
174,2
175,2
176,2
177,2
178,1
179,1
180,2
181,2
182,2
183,2
184,2
185,3
186,2
187,3
188,1
189,2
190,2
191,1
192,2
193,1
194,2
195,2
196,2
197,1
198,1
199,2
200,2
201,2
202,2
203,2
204,1
205,2
206,1
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,1
215,2
216,2
217,2
218,2
219,3
220,2
221,2
222,2
223,1
224,2
225,2
226,3
227,2
228,2
229,2
230,2
231,2
232,2
233,1
234,2
235,2
236,1
237,2
238,2
239,1
240,2
241,2
242,2
243,2
244,1
245,2
246,1
247,2
248,2
249,2
250,2
251,2
252,2
253,2
254,1
255,1
256,2
257,2
258,1
259,2
260,2
261,2
262,1
263,1
264,3
265,2
266,3
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,1
289,2
290,2
291,2
292,2
293,2
294,2
295,3
296,3
297,2
298,2
299,1
300,2
301,2
302,2
303,1
304,3
305,2
306,1
307,2
308,2
309,2
310,2
311,2
312,3
313,2
314,2
315,3
316,2
317,2
318,3
319,2
320,2
321,2
322,2
323,3
324,1
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,2
337,3
338,2
339,2
340,1
341,2
342,1
343,2
344,3
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,2
359,1
360,1
361,2
362,2
363,2
364,2
365,2
366,3
872,2
968,3
845,2
892,3
615,1
392,3
638,2
693,2
540,3
1048,3
547,2
477,2
753,2
1031,3
714,2
787,3
684,2
590,2
937,2
620,2
387,3
507,2
562,2
601,3
943,3
900,3
1035,3
661,2
557,2
784,1
551,1
742,3
427,2
674,1
584,2
565,2
484,2
966,3
948,3
754,3
621,3
681,2
639,2
879,3
519,2
1052,3
727,2
650,2
790,3
1054,3
738,2
874,3
625,1
930,3
396,2
517,2
903,2
513,3
801,3
501,2
367,3
383,3
859,2
470,1
863,3
969,3
1001,3
676,3
755,2
940,3
951,2
791,2
449,3
805,2
702,3
715,2
1058,3
813,2
610,2
627,2
685,3
921,3
999,3
830,2
550,2
646,3
583,1
524,3
633,3
752,2
644,2
521,3
873,3
778,3
751,2
881,2
384,3
382,3
914,2
443,2
635,2
982,3
925,3
409,3
417,2
1009,3
774,2
758,2
1038,3
1013,3
691,2
500,3
432,2
861,2
887,2
385,3
398,2
740,3
745,3
526,2
686,2
1017,3
407,2
939,3
532,2
516,2
946,3
799,3
1019,3
890,3
424,2
490,2
664,2
884,2
682,2
388,3
816,2
660,2
856,2
381,1
628,2
912,3
622,2
760,1
495,3
709,2
771,2
1024,3
1071,3
941,3
579,2
719,2
975,3
798,3
581,3
718,3
414,2
888,2
541,2
741,3
611,3
542,2
418,2
831,3
497,2
808,3
1041,3
476,3
952,2
970,3
609,2
553,2
1015,3
570,2
851,2
922,3
459,2
435,2
772,2
510,1
452,2
465,2
568,2
592,1
848,2
527,2
986,3
1069,3
780,2
916,3
928,2
479,2
826,3
950,3
578,2
972,2
598,2
475,2
458,2
891,3
1002,3
935,3
857,3
486,2
629,2
518,2
849,2
833,2
419,3
1051,3
889,2
416,2
395,1
904,3
1056,3
549,2
679,3
582,3
496,3
757,2
806,3
412,2
451,3
454,2
530,2
786,3
574,3
1055,3
823,2
543,2
426,1
680,2
671,2
531,2
800,3
546,3
1020,3
558,2
736,3
473,1
596,2
802,2
561,2
822,3
733,2
909,3
821,3
544,3
947,2
666,3
506,3
835,3
624,3
667,2
877,2
967,3
1059,3
788,3
974,2
698,2
520,3
734,3
1047,3
575,2
511,2
448,2
400,2
656,2
1033,3
748,3
854,2
731,2
915,3
1014,3
589,3
1026,3
522,2
467,3
623,3
846,2
394,2
712,2
1022,3
918,2
533,2
746,3
474,1
423,2
827,2
783,2
402,2
566,3
494,1
804,3
420,2
377,2
658,1
747,2
938,3
370,2
690,3
945,3
538,2
973,3
944,3
668,2
604,2
1039,3
529,2
688,2
965,3
870,3
514,2
750,2
559,2
971,2
1050,3
797,2
556,3
587,2
600,2
987,3
717,2
1064,3
964,3
1062,3
1046,3
949,2
591,3
636,2
1030,3
632,2
716,2
429,2
855,3
651,2
626,3
683,2
687,3
468,1
640,3
376,2
508,2
785,2
869,3
472,3
447,2
843,3
430,2
795,2
962,3
729,2
721,2
594,2
924,3
907,3
847,3
796,2
450,2
1053,3
963,3
567,2
923,2
794,2
652,2
905,2
792,2
1028,3
694,3
1066,3
571,2
463,2
988,3
720,3
428,1
953,3
433,2
732,2
931,3
536,1
824,3
701,3
485,2
606,2
659,2
980,2
648,2
523,3
776,3
597,2
839,2
1011,3
762,2
643,2
461,2
1000,3
695,2
875,3
838,2
608,2
415,1
1023,3
657,2
711,2
782,1
670,2
491,2
1070,3
577,2
586,2
865,3
910,2
422,1
960,2
853,3
927,2
894,2
990,2
932,2
919,3
992,3
812,3
655,2
777,2
942,2
489,2
442,3
499,2
647,2
815,3
483,2
613,2
404,3
828,2
1018,3
399,2
572,2
984,3
1037,3
1025,3
726,3
723,3
411,2
867,3
876,2
1068,3
978,3
809,2
573,2
441,3
1040,3
545,2
631,2
958,3
576,1
744,3
976,3
588,3
913,3
669,2
705,2
534,2
770,2
654,2
936,3
724,3
595,2
444,2
765,2
898,2
369,2
445,3
893,3
1036,3
725,2
393,1
1021,3
722,3
878,2
481,2
371,1
994,3
768,2
502,3
817,2
841,2
460,2
1005,3
763,2
696,2
563,2
512,2
1067,3
933,2
618,2
539,2
991,3
515,3
977,3
564,2
703,3
781,2
1034,3
829,2
911,2
814,3
756,2
866,3
478,1
380,3
373,2
954,3
408,1
406,3
379,2
993,3
403,2
735,2
431,2
535,3
850,3
886,3
899,2
844,3
836,3
779,2
704,3
525,3
653,2
1007,3
793,2
995,3
438,2
858,3
789,2
917,2
692,3
505,2
1065,3
764,2
617,1
773,1
862,2
372,2
410,2
614,3
929,1
453,1
498,2
488,2
1004,3
825,2
897,2
957,2
1003,3
871,2
673,1
607,3
672,2
374,2
749,2
759,2
700,3
1010,3
997,3
1027,3
469,2
390,2
1061,3
983,3
446,3
599,3
493,3
728,2
1012,3
834,3
482,2
1042,3
697,3
902,2
397,1
807,2
503,2
